Prov_Name,Topic,Characteristic,Total
Ontario,Age characteristics,   30 to 34 years,791955
Ontario,Age characteristics,   35 to 39 years,883990
Ontario,Age characteristics,   40 to 44 years,1032415
Ontario,Age characteristics,   45 to 49 years,991970
Ontario,Age characteristics,   50 to 54 years,869400
Ontario,Age characteristics,   55 to 59 years,774530
Ontario,Age characteristics,   60 to 64 years,581985
Ontario,Age characteristics,   65 to 69 years,466240
Ontario,Age characteristics,   70 to 74 years,401950
Ontario,Age characteristics,   75 to 79 years,338910
Ontario,Age characteristics,   80 to 84 years,250270
Ontario,Age characteristics,   85 years and over,191810
Ontario,Age characteristics,Median age of the population,39
Ontario,Age characteristics,% of the population aged 15 and over,81.8
Ontario,Common-law status characteristics,Total population 15 years and over,9949485
Ontario,Common-law status characteristics,   Not in a common-law relationship,9257730
Ontario,Common-law status characteristics,   In a common-law relationship,691755
Ontario,Legal marital status characteristics,Total population 15 years and over,9949480
Ontario,Legal marital status characteristics,   Never legally married (single),3143960
Ontario,Legal marital status characteristics,   Legally married (and not separated),5168660
Ontario,Legal marital status characteristics,"   Separated, but still legally married",345075
Ontario,Legal marital status characteristics,   Divorced,679990
Ontario,Legal marital status characteristics,   Widowed,611805
Ontario,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,4555025
Ontario,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,56.1
Ontario,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,5.7
Ontario,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,7.9
Ontario,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",3.4
Ontario,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,10.8
Ontario,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,15.6
Ontario,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,0.5
Ontario,Occupied private dwelling characteristics,Number of owned dwellings,3235495
Ontario,Occupied private dwelling characteristics,Number of rented dwellings,1312290
Ontario,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,3124010
Ontario,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,1431020
Ontario,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,6.6
Ontario,Occupied private dwelling characteristics,Average number of rooms per dwelling,6.6
Ontario,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,1.9
Ontario,Occupied private dwelling characteristics,Average value of owned dwelling ($),297479
Ontario,Selected family characteristics,Total number of census families,3422315
Ontario,Selected family characteristics,   Number of married-couple families,2530560
Ontario,Selected family characteristics,   Number of common-law-couple families,351045
Ontario,Selected family characteristics,   Number of lone-parent families,540715
Ontario,Selected family characteristics,      Number of female lone-parent families,441105
Ontario,Selected family characteristics,      Number of male lone-parent families,99605
Ontario,Selected family characteristics,Average number of persons in all census families,3
Ontario,Selected family characteristics,   Average number of persons in married-couple families,3.1
Ontario,Selected family characteristics,   Average number of persons in common-law-couple families,2.7
Ontario,Selected family characteristics,   Average number of persons in lone-parent families,2.5
Ontario,Selected family characteristics,      Average number of persons in female lone-parent families,2.6
Ontario,Selected family characteristics,      Average number of persons in male lone-parent families,2.4
Ontario,Selected family characteristics,Median income in 2005 - All census families ($),69156
Ontario,Selected family characteristics,   Median income in 2005 - Married-couple families ($),77243
Ontario,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),66525
Ontario,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),38448
Ontario,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),36496
Ontario,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),50339
Ontario,Selected family characteristics,Median after-tax income in 2005 - All census families ($),59377
Ontario,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),65534
Ontario,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),57013
Ontario,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),35677
Ontario,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),34206
Ontario,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),43972
Ontario,Selected household characteristics,Total private households,4555025
Ontario,Selected household characteristics,   Households containing a couple (married or common-law) with children,1420515
Ontario,Selected household characteristics,   Households containing a couple (married or common-law) without children,1288140
Ontario,Selected household characteristics,   One-person households,1104865
Ontario,Selected household characteristics,   Other household types,741505
Ontario,Selected household characteristics,Median income in 2005 - All private households ($),60455
Ontario,Selected household characteristics,   Median income in 2005 - Couple households with children ($),87960
Ontario,Selected household characteristics,   Median income in 2005 - Couple households without children ($),68764
Ontario,Selected household characteristics,   Median income in 2005 - One-person households ($),30025
Ontario,Selected household characteristics,   Median income in 2005 - Other household types ($),51560
Ontario,Selected household characteristics,Median after-tax income in 2005 - All private households ($),52117
Ontario,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),74095
Ontario,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),58755
Ontario,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),26473
Ontario,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),46194
Ontario,Selected household characteristics,Median monthly payments for rented dwellings ($),801
Ontario,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),1046
Ontario,Selected household characteristics,Average household size,2.6
Ontario,Mother tongue,Total population,12028900
Ontario,Mother tongue,   English only,8230705
Ontario,Mother tongue,   French only,488815
Ontario,Mother tongue,   English and French,32685
Ontario,Mother tongue,   Other language(s),3276685
Ontario,Knowledge of official languages,Total population,12028895
Ontario,Knowledge of official languages,   English only,10335700
Ontario,Knowledge of official languages,   French only,49210
Ontario,Knowledge of official languages,   English and French,1377330
Ontario,Knowledge of official languages,   Neither English nor French,266655
Ontario,Language spoken most often at home,Total population,12028895
Ontario,Language spoken most often at home,   English,9655830
Ontario,Language spoken most often at home,   French,289035
Ontario,Language spoken most often at home,   Non-official language,1811620
Ontario,Language spoken most often at home,   English and French,26045
Ontario,Language spoken most often at home,   English and non-official language,239890
Ontario,Language spoken most often at home,   French and non-official language,3065
Ontario,Language spoken most often at home,"   English, French and non-official language",3405
Ontario,Immigrant status and period of immigration,Total population,12028895
Ontario,Immigrant status and period of immigration,   Non-immigrants,8512020
Ontario,Immigrant status and period of immigration,   Immigrants,3398725
Ontario,Immigrant status and period of immigration,      Before 1991,1884440
Ontario,Immigrant status and period of immigration,      1991 to 2000,933545
Ontario,Immigrant status and period of immigration,      2001 to 2006,580740
Ontario,Immigrant status and period of immigration,   Non-permanent residents,118150
Ontario,Citizenship,Total population,12028900
Ontario,Citizenship,   Canadian citizens,11131465
Ontario,Citizenship,      Canadian citizens under age 18,2572660
Ontario,Citizenship,      Canadian citizens age 18 and over,8558810
Ontario,Citizenship,   Not Canadian citizens,897430
Ontario,Generation status,Total population 15 years and over,9819420
Ontario,Generation status,   1st generation,3340210
Ontario,Generation status,   2nd generation,1912460
Ontario,Generation status,   3rd generation or more,4566750
Ontario,Mobility status - Place of residence 1 year ago,Total population 1 year and over,11893180
Ontario,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,10299250
Ontario,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",951995
Ontario,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",453460
Ontario,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,56835
Ontario,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,131630
Ontario,Mobility status - Place of residence 5 years ago,Total population 5 years and over,11354360
Ontario,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,6660310
Ontario,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",2542885
Ontario,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",1398660
Ontario,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,185785
Ontario,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,566710
Ontario,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,12028900
Ontario,Aboriginal population,   Aboriginal identity population,242490
Ontario,Aboriginal population,   Non-Aboriginal identity population,11786405
Ontario,Educational attainment,Total population 15 years and over,9819420
Ontario,Educational attainment,"   No certificate, diploma or degree",2183625
Ontario,Educational attainment,   High school certificate or equivalent,2628575
Ontario,Educational attainment,   Apprenticeship or trades certificate or diploma,785115
Ontario,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",1804775
Ontario,Educational attainment,   University certificate or diploma below the bachelor level,405270
Ontario,Educational attainment,"   University certificate, diploma or degree",2012060
Ontario,Educational attainment,Total population aged 15 to 24,1624835
Ontario,Educational attainment,"   No certificate, diploma or degree",648300
Ontario,Educational attainment,   High school certificate or equivalent,627010
Ontario,Educational attainment,   Apprenticeship or trades certificate or diploma,37475
Ontario,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",160140
Ontario,Educational attainment,   University certificate or diploma below the bachelor level,33875
Ontario,Educational attainment,"   University certificate, diploma or degree",118030
Ontario,Educational attainment,Total population aged 25 to 34,1529590
Ontario,Educational attainment,"   No certificate, diploma or degree",132715
Ontario,Educational attainment,   High school certificate or equivalent,364260
Ontario,Educational attainment,   Apprenticeship or trades certificate or diploma,91525
Ontario,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",372355
Ontario,Educational attainment,   University certificate or diploma below the bachelor level,68800
Ontario,Educational attainment,"   University certificate, diploma or degree",499935
Ontario,Educational attainment,Total population aged 35 to 64,5108740
Ontario,Educational attainment,"   No certificate, diploma or degree",766810
Ontario,Educational attainment,   High school certificate or equivalent,1296405
Ontario,Educational attainment,   Apprenticeship or trades certificate or diploma,489605
Ontario,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",1089270
Ontario,Educational attainment,   University certificate or diploma below the bachelor level,241150
Ontario,Educational attainment,"   University certificate, diploma or degree",1225490
Ontario,Major field of study,Total population 15 years and over,9819420
Ontario,Major field of study,"   No postsecondary certificate, diploma or degree",4812200
Ontario,Major field of study,   Education,335715
Ontario,Major field of study,"   Visual and performing arts, and communications technologies",193790
Ontario,Major field of study,   Humanities,292845
Ontario,Major field of study,   Social and behavioural sciences and law,576100
Ontario,Major field of study,"   Business, management and public administration",1061210
Ontario,Major field of study,   Physical and life sciences and technologies,181250
Ontario,Major field of study,"   Mathematics, computer and information sciences",254440
Ontario,Major field of study,"   Architecture, engineering, and related technologies",1089310
Ontario,Major field of study,"   Agriculture, natural resources and conservation",91965
Ontario,Major field of study,"   Health, parks, recreation and fitness",665490
Ontario,Major field of study,"   Personal, protective and transportation services",264620
Ontario,Major field of study,   Other,480
Ontario,Location of study,Total population 15 years and over,9819420
Ontario,Location of study,"   No postsecondary certificate, diploma or degree",4812200
Ontario,Location of study,"   Postsecondary certificate, diploma or degree",5007220
Ontario,Location of study,      Inside Canada,3928555
Ontario,Location of study,      Outside Canada,1078670
Ontario,Labour force activity,Total population 15 years and over,9819420
Ontario,Labour force activity,   In the labour force,6587580
Ontario,Labour force activity,      Employed,6164245
Ontario,Labour force activity,      Unemployed,423335
Ontario,Labour force activity,   Not in the labour force,3231840
Ontario,Labour force activity,Participation rate,67.1
Ontario,Labour force activity,Employment rate,62.8
Ontario,Labour force activity,Unemployment rate,6.4
Ontario,Occupation,Total experienced labour force 15 years and over,6473735
Ontario,Occupation,   A  Management occupations,666485
Ontario,Occupation,"   B  Business, finance and administration occupations",1204490
Ontario,Occupation,   C  Natural and applied sciences and related occupations,451930
Ontario,Occupation,   D  Health occupations,340690
Ontario,Occupation,"   E  Occupations in social science, education, government service and religion",546385
Ontario,Occupation,"   F  Occupations in art, culture, recreation and sport",200980
Ontario,Occupation,   G  Sales and service occupations,1522820
Ontario,Occupation,"   H  Trades, transport and equipment operators and related occupations",911250
Ontario,Occupation,   I  Occupations unique to primary industry,165085
Ontario,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",463610
Ontario,Industry,Total experienced labour force 15 years and over,6473730
Ontario,Industry,   Agriculture and other resource-based industries,190000
Ontario,Industry,   Construction,384775
Ontario,Industry,   Manufacturing,899670
Ontario,Industry,   Wholesale trade,307465
Ontario,Industry,   Retail trade,720235
Ontario,Industry,   Finance and real estate,442610
Ontario,Industry,   Health care and social services,611740
Ontario,Industry,   Educational services,433485
Ontario,Industry,   Business services,1274345
Ontario,Industry,   Other services,1209390
Ontario,Unpaid work,Population 15 years and over reporting hours of unpaid work,8991010
Ontario,Unpaid work,Population 15 years and over reporting hours of unpaid housework,8869060
Ontario,Unpaid work,Population 15 years and over reporting hours looking after children without pay,3736900
Ontario,Unpaid work,Population 15 years and over reporting hours of unpaid care or assistance to seniors,1838830
Ontario,Language used most often at work,Total population 15 years and over who worked since 2005,7054270
Ontario,Language used most often at work,   English,6754045
Ontario,Language used most often at work,   French,97965
Ontario,Language used most often at work,   Non-official language,112125
Ontario,Language used most often at work,   English and French,42945
Ontario,Language used most often at work,   English and non-official language,45400
Ontario,Language used most often at work,   French and non-official language,230
Ontario,Language used most often at work,"   English, French and non-official language",1560
Ontario,Place of work status,Total employed labour force 15 years and over,6164245
Ontario,Place of work status,   Worked at home,436380
Ontario,Place of work status,   Worked outside Canada,36905
Ontario,Place of work status,   No fixed workplace address,596305
Ontario,Place of work status,   Worked at usual place,5094650
Ontario,Place of work status,      Worked in census subdivision (municipality) of residence,3056365
Ontario,Place of work status,      Worked in a different census subdivision (municipality) within the census division (county) of residence,795195
Ontario,Place of work status,      Worked in a different census division (county),1211410
Ontario,Place of work status,      Worked in a different province,31680
Ontario,Mode of transportation to work,Total employed labour force 15 years and over with a usual place of work or no fixed workplace address,5690960
Ontario,Mode of transportation to work,"   Car, truck, van, as driver",4038035
Ontario,Mode of transportation to work,"   Car, truck, van, as passenger",470410
Ontario,Mode of transportation to work,   Public transit,736060
Ontario,Mode of transportation to work,   Walked or bicycled,389105
Ontario,Mode of transportation to work,   All other modes,57350
Ontario,Visible minority population characteristics,Total population,12028895
Ontario,Visible minority population characteristics,   Total visible minority population,2745200
Ontario,Visible minority population characteristics,      Chinese,576975
Ontario,Visible minority population characteristics,      South Asian,794170
Ontario,Visible minority population characteristics,      Black,473765
Ontario,Visible minority population characteristics,      Filipino,203215
Ontario,Visible minority population characteristics,      Latin American,147140
Ontario,Visible minority population characteristics,      Southeast Asian,110045
Ontario,Visible minority population characteristics,      Arab,111405
Ontario,Visible minority population characteristics,      West Asian,96620
Ontario,Visible minority population characteristics,      Korean,69540
Ontario,Visible minority population characteristics,      Japanese,28080
Ontario,Visible minority population characteristics,"      Visible minority, n.i.e.",56845
Ontario,Visible minority population characteristics,      Multiple visible minority,77400
Ontario,Visible minority population characteristics,   Not a visible minority,9283695
Ontario,Earnings in 2005,Persons 15 years and over with earnings (counts),6991670
Ontario,Earnings in 2005,   Median earnings - Persons 15 years and over ($),29335
Ontario,Earnings in 2005,"      Persons 15 years and over with earnings who worked full year, full time (counts)",3690665
Ontario,Earnings in 2005,"         Median earnings - Persons 15 years and over who worked full year, full time ($)",44748
Ontario,Income in 2005,Persons 15 years and over with income (counts),9340020
Ontario,Income in 2005,   Median income - Persons 15 years and over ($),27258
Ontario,Income in 2005,   Median income after tax - Persons 15 years and over ($),24604
Ontario,Income in 2005,   Composition of total income (100%),100
Ontario,Income in 2005,      Earnings - As a % of total income,77.4
Ontario,Income in 2005,      Government transfers - As a % of total income,9.8
Ontario,Income in 2005,      Other money - As a % of total income,12.9
Ontario,Income in 2005,   Income status of all persons in private households (counts),11926140
Ontario,Income in 2005,      % in low income before tax - All persons,14.7
Ontario,Income in 2005,      % in low income after tax - All persons,11.1
Ontario,Income in 2005,      % in low income before tax - Persons less than 18 years of age,18
Ontario,Income in 2005,      % in low income after tax - Persons less than 18 years of age,13.7
Manitoba,Population and dwelling counts,Population in 2006,1148401
Manitoba,Population and dwelling counts,Population in 2001,1119583
Manitoba,Population and dwelling counts,2001 to 2006 population change (%),2.6
Manitoba,Population and dwelling counts,Total private dwellings,491724
Manitoba,Population and dwelling counts,Private dwellings occupied by usual residents,448766
Manitoba,Population and dwelling counts,Population density per square kilometre,2.1
Manitoba,Population and dwelling counts,Land area (square km),552369.955
Manitoba,Age characteristics,Total population,1148400
Manitoba,Age characteristics,   0 to 4 years,68105
Manitoba,Age characteristics,   5 to 9 years,73840
Manitoba,Age characteristics,   10 to 14 years,83235
Manitoba,Age characteristics,   15 to 19 years,83825
Manitoba,Age characteristics,   20 to 24 years,77750
Manitoba,Age characteristics,   25 to 29 years,70250
Manitoba,Age characteristics,   30 to 34 years,70720
Manitoba,Age characteristics,   35 to 39 years,73660
Manitoba,Age characteristics,   40 to 44 years,88080
Manitoba,Age characteristics,   45 to 49 years,89730
Manitoba,Age characteristics,   50 to 54 years,81845
Manitoba,Age characteristics,   55 to 59 years,71730
Manitoba,Age characteristics,   60 to 64 years,53750
Manitoba,Age characteristics,   65 to 69 years,42120
Manitoba,Age characteristics,   70 to 74 years,36810
Manitoba,Age characteristics,   75 to 79 years,32665
Manitoba,Age characteristics,   80 to 84 years,26380
Manitoba,Age characteristics,   85 years and over,23915
Manitoba,Age characteristics,Median age of the population,38.1
Manitoba,Age characteristics,% of the population aged 15 and over,80.4
Manitoba,Common-law status characteristics,Total population 15 years and over,923225
Manitoba,Common-law status characteristics,   Not in a common-law relationship,856730
Manitoba,Common-law status characteristics,   In a common-law relationship,66500
Manitoba,Legal marital status characteristics,Total population 15 years and over,923225
Manitoba,Legal marital status characteristics,   Never legally married (single),307505
Manitoba,Legal marital status characteristics,   Legally married (and not separated),463095
Manitoba,Legal marital status characteristics,"   Separated, but still legally married",26215
Manitoba,Legal marital status characteristics,   Divorced,62865
Manitoba,Legal marital status characteristics,   Widowed,63550
Manitoba,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,448780
Manitoba,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,68.5
Manitoba,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,3.1
Manitoba,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,3.1
Manitoba,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",1.4
Manitoba,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,13.4
Manitoba,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,8.4
Manitoba,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,2.1
Manitoba,Occupied private dwelling characteristics,Number of owned dwellings,309300
Manitoba,Occupied private dwelling characteristics,Number of rented dwellings,127900
Manitoba,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,353190
Manitoba,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,95590
Manitoba,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,10.3
Manitoba,Occupied private dwelling characteristics,Average number of rooms per dwelling,6.3
Manitoba,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,1.8
Manitoba,Occupied private dwelling characteristics,Average value of owned dwelling ($),153307
Manitoba,Selected family characteristics,Total number of census families,312805
Manitoba,Selected family characteristics,   Number of married-couple families,225875
Manitoba,Selected family characteristics,   Number of common-law-couple families,33720
Manitoba,Selected family characteristics,   Number of lone-parent families,53210
Manitoba,Selected family characteristics,      Number of female lone-parent families,42930
Manitoba,Selected family characteristics,      Number of male lone-parent families,10280
Manitoba,Selected family characteristics,Average number of persons in all census families,3
Manitoba,Selected family characteristics,   Average number of persons in married-couple families,3.1
Manitoba,Selected family characteristics,   Average number of persons in common-law-couple families,2.8
Manitoba,Selected family characteristics,   Average number of persons in lone-parent families,2.6
Manitoba,Selected family characteristics,      Average number of persons in female lone-parent families,2.7
Manitoba,Selected family characteristics,      Average number of persons in male lone-parent families,2.5
Manitoba,Selected family characteristics,Median income in 2005 - All census families ($),58816
Manitoba,Selected family characteristics,   Median income in 2005 - Married-couple families ($),67013
Manitoba,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),54497
Manitoba,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),31518
Manitoba,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),30176
Manitoba,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),38584
Manitoba,Selected family characteristics,Median after-tax income in 2005 - All census families ($),50753
Manitoba,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),56827
Manitoba,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),47232
Manitoba,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),29953
Manitoba,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),28952
Manitoba,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),34550
Manitoba,Selected household characteristics,Total private households,448780
Manitoba,Selected household characteristics,   Households containing a couple (married or common-law) with children,124025
Manitoba,Selected household characteristics,   Households containing a couple (married or common-law) without children,126755
Manitoba,Selected household characteristics,   One-person households,128295
Manitoba,Selected household characteristics,   Other household types,69705
Manitoba,Selected household characteristics,Median income in 2005 - All private households ($),47875
Manitoba,Selected household characteristics,   Median income in 2005 - Couple households with children ($),75180
Manitoba,Selected household characteristics,   Median income in 2005 - Couple households without children ($),58818
Manitoba,Selected household characteristics,   Median income in 2005 - One-person households ($),24768
Manitoba,Selected household characteristics,   Median income in 2005 - Other household types ($),39938
Manitoba,Selected household characteristics,Median after-tax income in 2005 - All private households ($),41844
Manitoba,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),63766
Manitoba,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),50295
Manitoba,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),22193
Manitoba,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),36649
Manitoba,Selected household characteristics,Median monthly payments for rented dwellings ($),570
Manitoba,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),655
Manitoba,Selected household characteristics,Average household size,2.5
Manitoba,Mother tongue,Total population,1133515
Manitoba,Mother tongue,   English only,838415
Manitoba,Mother tongue,   French only,43955
Manitoba,Mother tongue,   English and French,2630
Manitoba,Mother tongue,   Other language(s),248510
Manitoba,Knowledge of official languages,Total population,1133515
Manitoba,Knowledge of official languages,   English only,1017565
Manitoba,Knowledge of official languages,   French only,1925
Manitoba,Knowledge of official languages,   English and French,103525
Manitoba,Knowledge of official languages,   Neither English nor French,10500
Manitoba,Language spoken most often at home,Total population,1133510
Manitoba,Language spoken most often at home,   English,989215
Manitoba,Language spoken most often at home,   French,19515
Manitoba,Language spoken most often at home,   Non-official language,107875
Manitoba,Language spoken most often at home,   English and French,1820
Manitoba,Language spoken most often at home,   English and non-official language,14875
Manitoba,Language spoken most often at home,   French and non-official language,110
Manitoba,Language spoken most often at home,"   English, French and non-official language",105
Manitoba,Immigrant status and period of immigration,Total population,1133515
Manitoba,Immigrant status and period of immigration,   Non-immigrants,974735
Manitoba,Immigrant status and period of immigration,   Immigrants,151230
Manitoba,Immigrant status and period of immigration,      Before 1991,92535
Manitoba,Immigrant status and period of immigration,      1991 to 2000,27505
Manitoba,Immigrant status and period of immigration,      2001 to 2006,31190
Manitoba,Immigrant status and period of immigration,   Non-permanent residents,7545
Manitoba,Citizenship,Total population,1133515
Manitoba,Citizenship,   Canadian citizens,1084590
Manitoba,Citizenship,      Canadian citizens under age 18,265970
Manitoba,Citizenship,      Canadian citizens age 18 and over,818625
Manitoba,Citizenship,   Not Canadian citizens,48925
Manitoba,Generation status,Total population 15 years and over,908450
Manitoba,Generation status,   1st generation,148875
Manitoba,Generation status,   2nd generation,167400
Manitoba,Generation status,   3rd generation or more,592175
Manitoba,Mobility status - Place of residence 1 year ago,Total population 1 year and over,1119365
Manitoba,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,968770
Manitoba,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",99440
Manitoba,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",29990
Manitoba,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,11395
Manitoba,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,9775
Manitoba,Mobility status - Place of residence 5 years ago,Total population 5 years and over,1065210
Manitoba,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,674945
Manitoba,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",237910
Manitoba,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",80205
Manitoba,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,36585
Manitoba,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,35555
Manitoba,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,1133515
Manitoba,Aboriginal population,   Aboriginal identity population,175395
Manitoba,Aboriginal population,   Non-Aboriginal identity population,958120
Manitoba,Educational attainment,Total population 15 years and over,908450
Manitoba,Educational attainment,"   No certificate, diploma or degree",267745
Manitoba,Educational attainment,   High school certificate or equivalent,242200
Manitoba,Educational attainment,   Apprenticeship or trades certificate or diploma,88560
Manitoba,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",136735
Manitoba,Educational attainment,   University certificate or diploma below the bachelor level,36740
Manitoba,Educational attainment,"   University certificate, diploma or degree",136465
Manitoba,Educational attainment,Total population aged 15 to 24,160705
Manitoba,Educational attainment,"   No certificate, diploma or degree",76425
Manitoba,Educational attainment,   High school certificate or equivalent,58510
Manitoba,Educational attainment,   Apprenticeship or trades certificate or diploma,4725
Manitoba,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",10115
Manitoba,Educational attainment,   University certificate or diploma below the bachelor level,2190
Manitoba,Educational attainment,"   University certificate, diploma or degree",8735
Manitoba,Educational attainment,Total population aged 25 to 34,139770
Manitoba,Educational attainment,"   No certificate, diploma or degree",22990
Manitoba,Educational attainment,   High school certificate or equivalent,38975
Manitoba,Educational attainment,   Apprenticeship or trades certificate or diploma,13070
Manitoba,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",27210
Manitoba,Educational attainment,   University certificate or diploma below the bachelor level,5240
Manitoba,Educational attainment,"   University certificate, diploma or degree",32280
Manitoba,Educational attainment,Total population aged 35 to 64,456165
Manitoba,Educational attainment,"   No certificate, diploma or degree",98495
Manitoba,Educational attainment,   High school certificate or equivalent,112225
Manitoba,Educational attainment,   Apprenticeship or trades certificate or diploma,54335
Manitoba,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",84285
Manitoba,Educational attainment,   University certificate or diploma below the bachelor level,23355
Manitoba,Educational attainment,"   University certificate, diploma or degree",83470
Manitoba,Major field of study,Total population 15 years and over,908450
Manitoba,Major field of study,"   No postsecondary certificate, diploma or degree",509945
Manitoba,Major field of study,   Education,40385
Manitoba,Major field of study,"   Visual and performing arts, and communications technologies",10815
Manitoba,Major field of study,   Humanities,20765
Manitoba,Major field of study,   Social and behavioural sciences and law,33990
Manitoba,Major field of study,"   Business, management and public administration",80020
Manitoba,Major field of study,   Physical and life sciences and technologies,11850
Manitoba,Major field of study,"   Mathematics, computer and information sciences",14965
Manitoba,Major field of study,"   Architecture, engineering, and related technologies",83075
