GEO_NAME,CHARACTERISTIC_NAME,Total
Saskatchewan,              Odia,25
Saskatchewan,"              Oriya, n.o.s.",40
Saskatchewan,            Punjabi (Panjabi),13310
Saskatchewan,            Rohingya,0
Saskatchewan,            Sindhi,250
Saskatchewan,            Sinhala (Sinhalese),405
Saskatchewan,            Urdu,10540
Saskatchewan,"            Indo-Aryan languages, n.i.e.",345
Saskatchewan,          Iranian languages,3025
Saskatchewan,            Baluchi,170
Saskatchewan,            Kurdish,225
Saskatchewan,            Parsi,20
Saskatchewan,            Pashto,745
Saskatchewan,            Persian languages,2045
Saskatchewan,              Dari,610
Saskatchewan,              Iranian Persian,1340
Saskatchewan,"              Persian (Farsi), n.o.s.",120
Saskatchewan,"            Iranian languages, n.i.e.",30
Saskatchewan,"          Indo-Iranian languages, n.i.e.",55
Saskatchewan,        Italic (Romance) languages,14285
Saskatchewan,          Catalan,0
Saskatchewan,          Italian,1400
Saskatchewan,          Portuguese,1320
Saskatchewan,          Romanian,915
Saskatchewan,          Spanish,11185
Saskatchewan,"          Italic (Romance) languages, n.i.e.",90
Saskatchewan,"        Indo-European languages, n.i.e.",35
Saskatchewan,      Japanese,1170
Saskatchewan,      Korean,1870
Saskatchewan,      Mongolian,45
Saskatchewan,      Niger-Congo languages,7440
Saskatchewan,        Akan (Twi),515
Saskatchewan,        Bamanankan,0
Saskatchewan,        Edo,90
Saskatchewan,        3w3,100
Saskatchewan,"        Fulah (Pular, Pulaar, Fulfulde)",60
Saskatchewan,        Ga,135
Saskatchewan,        Ganda,100
Saskatchewan,        Gikuyu,25
Saskatchewan,        Igbo,1200
Saskatchewan,        Kinyarwanda (Rwanda),320
Saskatchewan,        Lingala,180
Saskatchewan,        Luba-Kasai,40
Saskatchewan,        M3or3,25
Saskatchewan,        Mwani,70
Saskatchewan,        Ndebele,80
Saskatchewan,        Rundi (Kirundi),310
Saskatchewan,        Shona,155
Saskatchewan,        Soninke,0
Saskatchewan,        Sotho-Tswana languages,70
Saskatchewan,        Swahili,1165
Saskatchewan,        Wojenaka,20
Saskatchewan,        Wolof,40
Saskatchewan,        Yoruba,2865
Saskatchewan,"        Niger-Congo languages, n.i.e.",990
Saskatchewan,      Nilo-Saharan languages,615
Saskatchewan,        Dinka,180
Saskatchewan,        Nuer,60
Saskatchewan,"        Nilo-Saharan languages, n.i.e.",375
Saskatchewan,"        African, n.o.s.",100
Saskatchewan,      Sign languages,1450
Saskatchewan,        American Sign Language,1135
Saskatchewan,        Quebec Sign Language,0
Saskatchewan,"        Sign languages, n.i.e.",370
Saskatchewan,      Sino-Tibetan languages,17055
Saskatchewan,        Chinese languages,15625
Saskatchewan,          Hakka,45
Saskatchewan,          Mandarin,11590
Saskatchewan,          Min Dong,0
Saskatchewan,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",275
Saskatchewan,          Wu (Shanghainese),60
Saskatchewan,          Yue (Cantonese),5120
Saskatchewan,"          Chinese, n.o.s.",360
Saskatchewan,"          Chinese languages, n.i.e.",0
Saskatchewan,        Tibeto-Burman languages,1370
Saskatchewan,          Burmese,355
Saskatchewan,          Kuki-Chin languages,30
Saskatchewan,          Karenic languages,1020
Saskatchewan,            S'gaw Karen,890
Saskatchewan,"            Karenic languages, n.i.e.",125
Saskatchewan,          Tibetan,35
Saskatchewan,"          Tibeto-Burman languages, n.i.e.",100
Saskatchewan,"        Sino-Tibetan languages, n.i.e.",85
Saskatchewan,      Tai-Kadai languages,590
Saskatchewan,        Lao,360
Saskatchewan,        Thai,290
Saskatchewan,"        Tai-Kadai languages, n.i.e.",10
Saskatchewan,      Turkic languages,700
Saskatchewan,        Azerbaijani,85
Saskatchewan,        Kazakh,50
Saskatchewan,        Turkish,565
Saskatchewan,        Uyghur,35
Saskatchewan,        Uzbek,15
Saskatchewan,"        Turkic languages, n.i.e.",15
Saskatchewan,      Uralic languages,1240
Saskatchewan,        Estonian,10
Saskatchewan,        Finnish,180
Saskatchewan,        Hungarian,1055
Saskatchewan,"      Other languages, n.i.e.",125
Saskatchewan,Total - Indigenous identity for the population in private households - 25% sample data,1103200
Saskatchewan,  Indigenous identity,187885
Saskatchewan,    Single Indigenous responses,184435
Saskatchewan,      First Nations (North American Indian),121175
Saskatchewan,      M3tis,62800
Saskatchewan,      Inuk3(Inuit),460
Saskatchewan,    Multiple Indigenous responses,2030
Saskatchewan,    Indigenous responses not included elsewhere,1425
Saskatchewan,  Non-Indigenous identity,915310
Saskatchewan,Total - Registered or Treaty Indian status for the population in private households - 25% sample data,1103200
Saskatchewan,  Registered or Treaty Indian,115055
Saskatchewan,  Not a Registered or Treaty Indian,988145
Saskatchewan,Total - Private households by tenure - 25% sample data,449585
Saskatchewan,  Owner,317655
Saskatchewan,  Renter,118590
Saskatchewan,"  Dwelling provided by the local government, First Nation or Indian band",13335
Saskatchewan,Total - Occupied private dwellings by condominium status - 25% sample data,449585
Saskatchewan,  Condominium,49490
Saskatchewan,  Not condominium,400095
Saskatchewan,Total - Occupied private dwellings by number of bedrooms - 25% sample data,449585
Saskatchewan,  No bedrooms,1945
Saskatchewan,  1 bedroom,41900
Saskatchewan,  2 bedrooms,103860
Saskatchewan,  3 bedrooms,150360
Saskatchewan,  4 or more bedrooms,151520
Saskatchewan,Total - Occupied private dwellings by number of rooms - 25% sample data,449585
Saskatchewan,  1 to 4 rooms,105050
Saskatchewan,  5 rooms,70620
Saskatchewan,  6 rooms,66100
Saskatchewan,  7 rooms,59535
Saskatchewan,  8 or more rooms,148270
Saskatchewan,Average number of rooms per dwelling,6.5
Saskatchewan,Total - Private households by number of persons per room - 25% sample data,449585
Saskatchewan,  One person or fewer per room,438000
Saskatchewan,  More than one person per room,11580
Saskatchewan,Total - Private households by housing suitability - 25% sample data,449585
Saskatchewan,  Suitable,426835
Saskatchewan,  Not suitable,22745
Saskatchewan,Total - Occupied private dwellings by period of construction - 25% sample data,449585
Saskatchewan,  1960 or before,95405
Saskatchewan,  1961 to 1980,147720
Saskatchewan,  1981 to 1990,61990
Saskatchewan,  1991 to 2000,35005
Saskatchewan,  2001 to 2005,18130
Saskatchewan,  2006 to 2010,27525
Saskatchewan,  2011 to 2015,37840
Saskatchewan,  2016 to 2021,25970
Saskatchewan,Total - Occupied private dwellings by dwelling condition - 25% sample data,449585
Saskatchewan,  Only regular maintenance and minor repairs needed,414215
Saskatchewan,  Major repairs needed,35365
Saskatchewan,Total - Private households by number of household maintainers - 25% sample data,449585
Saskatchewan,  One-maintainer household,235175
Saskatchewan,  Two-maintainer household,198995
Saskatchewan,  Three-or-more-maintainer household,15415
Saskatchewan,Total - Private households by age of primary household maintainers - 25% sample data,449585
Saskatchewan,  15 to 24 years,17560
Saskatchewan,  25 to 34 years,68760
Saskatchewan,  35 to 44 years,82625
Saskatchewan,  45 to 54 years,72290
Saskatchewan,  55 to 64 years,85955
Saskatchewan,  65 to 74 years,69235
Saskatchewan,  75 to 84 years,37545
Saskatchewan,  85 years and over,15605
Saskatchewan,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",414315
Saskatchewan,  Spending less than 30% of income on shelter costs,342875
Saskatchewan,  Spending 30% or more of income on shelter costs,71445
Saskatchewan,    30% to less than 100%,65430
Saskatchewan,Total - Occupied private dwellings by housing indicators - 25% sample data,449585
Saskatchewan,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',118475
Saskatchewan,    Spending 30% or more of income on shelter costs only,63870
Saskatchewan,    Not suitable only,16865
Saskatchewan,    Major repairs needed only,26900
Saskatchewan,    'Spending 30% or more of income on shelter costs' and 'not suitable',2370
Saskatchewan,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',4960
Saskatchewan,    'Not suitable' and 'major repairs needed',3270
Saskatchewan,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',245
Saskatchewan,  Acceptable housing,331105
Saskatchewan,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",408300
Saskatchewan,  In core need,41895
Saskatchewan,  Not in core need,366405
Saskatchewan,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",298500
Saskatchewan,  % of owner households with a mortgage,57.9
Saskatchewan,  % of owner households spending 30% or more of its income on shelter costs,11.1
Saskatchewan,  % in core housing need,5.7
Saskatchewan,  Median monthly shelter costs for owned dwellings ($),1110
Saskatchewan,  Average monthly shelter costs for owned dwellings ($),1296
Saskatchewan,  Median value of dwellings ($),300000
Saskatchewan,  Average value of dwellings ($),324400
Saskatchewan,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",117545
Saskatchewan,  % of tenant households in subsidized housing,17.1
Saskatchewan,  % of tenant households spending 30% or more of its income on shelter costs,33.1
Saskatchewan,  % in core housing need,22.1
Saskatchewan,  Median monthly shelter costs for rented dwellings ($),1030
Saskatchewan,  Average monthly shelter costs for rented dwellings ($),1095
Saskatchewan,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",13335
Saskatchewan,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",5
Saskatchewan,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",226
Saskatchewan,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",280
Saskatchewan,Total - Indigenous ancestry for the population in private households - 25% sample data,1103200
Saskatchewan,  Indigenous ancestry (only),122375
Saskatchewan,    Single Indigenous ancestry (only),118965
Saskatchewan,      First Nations (North American Indian) single ancestry,101725
Saskatchewan,      M3tis single ancestry,17055
Saskatchewan,      Inuit single ancestry,185
Saskatchewan,    Multiple Indigenous ancestries (only),3410
Saskatchewan,      First Nations (North American Indian) and M3tis ancestry only,3335
Saskatchewan,      First Nations (North American Indian) and Inuit ancestry only,30
Saskatchewan,      M3tis and Inuit ancestry only,35
Saskatchewan,      First Nations (North American Indian) and M3tis and Inuit ancestry only,10
Saskatchewan,  Indigenous and non-Indigenous ancestries,68675
Saskatchewan,    Single Indigenous and non-Indigenous ancestries,64995
Saskatchewan,      First Nations (North American Indian) and non-Indigenous ancestry only,32635
Saskatchewan,      M3tis and non-Indigenous ancestry only,32070
Saskatchewan,      Inuit and non-Indigenous ancestry only,290
Saskatchewan,    Multiple Indigenous and non-Indigenous ancestries,3680
Saskatchewan,      First Nations (North American Indian) and M3tis and non-Indigenous ancestry only,3515
Saskatchewan,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,115
Saskatchewan,      M3tis and Inuit and non-Indigenous ancestry only,25
Saskatchewan,      First Nations (North American Indian) and M3tis and Inuit and non-Indigenous ancestry only,20
Saskatchewan,  Non-Indigenous ancestry only,912150
Saskatchewan,Total - Citizenship for the population in private households - 25% sample data,1103200
Saskatchewan,  Canadian citizens,1021630
Saskatchewan,    Canadian citizens aged under 18,246480
Saskatchewan,    Canadian citizens aged 18 and over,775150
Saskatchewan,  Not Canadian citizens,81575
Saskatchewan,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,1103200
Saskatchewan,  Non-immigrants,949755
Saskatchewan,  Immigrants,137620
Saskatchewan,    Before 1980,12780
Saskatchewan,    1980 to 1990,5945
Saskatchewan,    1991 to 2000,8390
Saskatchewan,    2001 to 2010,29370
Saskatchewan,    2011 to 2021,81135
Saskatchewan,      2011 to 2015,38020
Saskatchewan,      2016 to 2021,43120
Saskatchewan,  Non-permanent residents,15830
Saskatchewan,Total - Age at immigration for the immigrant population in private households - 25% sample data,137620
Saskatchewan,  Under 5 years,13370
Saskatchewan,  5 to 14 years,26755
Saskatchewan,  15 to 24 years,20460
Saskatchewan,  25 to 44 years,64955
Saskatchewan,  45 years and over,12070
Saskatchewan,Total - Place of birth for the immigrant population in private households - 25% sample data,137620
Saskatchewan,  Americas,12580
Saskatchewan,    Brazil,380
Saskatchewan,    Colombia,665
Saskatchewan,    El Salvador,620
Saskatchewan,    Guyana,165
Saskatchewan,    Haiti,60
Saskatchewan,    Jamaica,1360
Saskatchewan,    Mexico,1720
Saskatchewan,    Peru,160
Saskatchewan,    Trinidad and Tobago,200
Saskatchewan,    United States of America,5215
Saskatchewan,    Other places of birth in Americas,2030
Saskatchewan,  Europe,21710
Saskatchewan,    Bosnia and Herzegovina,500
Saskatchewan,    Croatia,415
Saskatchewan,    France,310
Saskatchewan,    Germany,2100
Saskatchewan,    Greece,500
Saskatchewan,    Hungary,325
Saskatchewan,    Italy,585
Saskatchewan,    Netherlands,965
Saskatchewan,    Poland,1080
Saskatchewan,    Portugal,200
Saskatchewan,    Romania,660
Saskatchewan,    Russian Federation,650
Saskatchewan,    Serbia,530
Saskatchewan,    Ukraine,3165
Saskatchewan,    United Kingdom,6785
Saskatchewan,    Other places of birth in Europe,2940
Saskatchewan,  Africa,16080
Saskatchewan,    Algeria,20
Saskatchewan,"    Congo, Democratic Republic of the",665
Saskatchewan,    Egypt,805
Saskatchewan,    Eritrea,1025
Saskatchewan,    Ethiopia,775
Saskatchewan,    Morocco,190
Saskatchewan,    Nigeria,5030
Saskatchewan,    Somalia,485
Saskatchewan,"    South Africa, Republic of",2075
Saskatchewan,    Other places of birth in Africa,5010
Saskatchewan,  Asia,86515
Saskatchewan,    Afghanistan,465
Saskatchewan,    Iran,1040
Saskatchewan,    Iraq,1440
Saskatchewan,    Lebanon,220
Saskatchewan,    Syria,1405
Saskatchewan,    Turkey,280
Saskatchewan,    China,8650
Saskatchewan,    Hong Kong,840
Saskatchewan,"    Korea, South",1110
Saskatchewan,    Taiwan,175
Saskatchewan,    Philippines,35960
Saskatchewan,    Viet Nam,3245
Saskatchewan,    Bangladesh,3235
Saskatchewan,    India,15660
Saskatchewan,    Pakistan,7110
Saskatchewan,    Sri Lanka,435
Saskatchewan,    Other places of birth in Asia,5245
Saskatchewan,  Oceania and other places of birth,725
Saskatchewan,Total - Place of birth for the recent immigrant population in private households - 25% sample data,43115
Saskatchewan,  Americas,2830
Saskatchewan,    Brazil,170
Saskatchewan,    Colombia,90
Saskatchewan,    Haiti,0
Saskatchewan,    Jamaica,560
Saskatchewan,    Mexico,560
Saskatchewan,    United States of America,990
Saskatchewan,    Venezuela,70
Saskatchewan,    Other places of birth in Americas,385
Saskatchewan,  Europe,2695
Saskatchewan,    France,65
Saskatchewan,    Germany,100
Saskatchewan,    Ireland,180
Saskatchewan,    Italy,50
Saskatchewan,    Russian Federation,100
Saskatchewan,    Ukraine,755
Saskatchewan,    United Kingdom,590
Saskatchewan,    Other places of birth in Europe,855
Saskatchewan,  Africa,7520
Saskatchewan,    Algeria,0
Saskatchewan,    Burundi,90
Saskatchewan,    Cameroon,50
Saskatchewan,"    Congo, Democratic Republic of the",290
Saskatchewan,    C3te d'Ivoire,25
Saskatchewan,    Egypt,390
Saskatchewan,    Eritrea,595
Saskatchewan,    Ethiopia,315
Saskatchewan,    Morocco,85
Saskatchewan,    Nigeria,3305
Saskatchewan,    Somalia,130
Saskatchewan,"    South Africa, Republic of",775
Saskatchewan,    Sudan,300
Saskatchewan,    Tunisia,60
Saskatchewan,    Other places of birth in Africa,1110
Saskatchewan,  Asia,29880
Saskatchewan,    Afghanistan,140
Saskatchewan,    Bangladesh,1220
Saskatchewan,    China,3690
Saskatchewan,    Hong Kong,140
Saskatchewan,    India,7940
Saskatchewan,    Iran,335
Saskatchewan,    Iraq,305
Saskatchewan,    Israel,50
Saskatchewan,    Japan,40
Saskatchewan,    Jordan,105
Saskatchewan,"    Korea, South",275
Saskatchewan,    Lebanon,75
Saskatchewan,    Nepal,130
Saskatchewan,    Pakistan,1685
Saskatchewan,    Philippines,10460
Saskatchewan,    Saudi Arabia,285
Saskatchewan,    Sri Lanka,65
Saskatchewan,    Syria,1245
Saskatchewan,    Turkey,75
Saskatchewan,    United Arab Emirates,195
Saskatchewan,    Viet Nam,865
Saskatchewan,    Other places of birth in Asia,550
Saskatchewan,  Oceania and other,195
Saskatchewan,    Australia,95
Saskatchewan,    Other places of birth,100
Saskatchewan,Total - Generation status for the population in private households - 25% sample data,1103200
Saskatchewan,  First generation,158540
Saskatchewan,  Second generation,121675
Saskatchewan,  Third generation or more,822985
Saskatchewan,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,124835
Saskatchewan,  Economic immigrants,88545
Saskatchewan,    Principal applicants,34820
Saskatchewan,    Secondary applicants,53725
Saskatchewan,  Immigrants sponsored by family,21620
Saskatchewan,  Refugees,14405
Saskatchewan,  Other immigrants,265
Saskatchewan,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,124835
Saskatchewan,  Asylum claim before admission,1885
Saskatchewan,  Work permits only before admission,20335
Saskatchewan,  Study permits only before admission,4170
Saskatchewan,  Work and study permits before admission,7770
Saskatchewan,  Other permits before admission,600
Saskatchewan,  No pre-admission experience,90090
Saskatchewan,Total - Visible minority for the population in private households - 25% sample data,1103200
Saskatchewan,  Total visible minority population,159365
Saskatchewan,    South Asian,44720
Saskatchewan,    Chinese,18010
Saskatchewan,    Black,22570
Saskatchewan,    Filipino,43755
Saskatchewan,    Arab,5575
Saskatchewan,    Latin American,5680
Saskatchewan,    Southeast Asian,8540
Saskatchewan,    West Asian,2830
Saskatchewan,    Korean,1850
Saskatchewan,    Japanese,830
Saskatchewan,"    Visible minority, n.i.e.",1275
Saskatchewan,    Multiple visible minorities,3725
Saskatchewan,  Not a visible minority,943840
Saskatchewan,Total - Ethnic or cultural origin for the population in private households - 25% sample data,1103200
Saskatchewan,  Canadian,107095
Saskatchewan,  English,219665
Saskatchewan,  Irish,145415
Saskatchewan,  Scottish,175590
Saskatchewan,"  French, n.o.s.",108355
Saskatchewan,  German,272475
Saskatchewan,  Chinese,19965
Saskatchewan,  Italian,10830
Saskatchewan,  Indian (India),20755
Saskatchewan,  Ukrainian,138705
Saskatchewan,  Dutch,29410
Saskatchewan,  Polish,55605
Saskatchewan,  Qu3b3cois,705
Saskatchewan,"  British Isles, n.o.s.",21650
Saskatchewan,  Filipino,40160
Saskatchewan,  French Canadian,5465
Saskatchewan,"  Caucasian (White), n.o.s.",13375
Saskatchewan,"  First Nations (North American Indian), n.o.s.",50770
Saskatchewan,  M3tis,56060
Saskatchewan,"  European, n.o.s.",11985
Saskatchewan,  Russian,35920
Saskatchewan,  Norwegian,70215
Saskatchewan,  Welsh,17605
Saskatchewan,  Portuguese,1760
Saskatchewan,  American,12675
Saskatchewan,  Spanish,5670
Saskatchewan,  Swedish,31965
Saskatchewan,  Hungarian,28495
Saskatchewan,  Acadian,935
Saskatchewan,  Pakistani,7640
Saskatchewan,"  African, n.o.s.",4065
Saskatchewan,  Jewish,2420
Saskatchewan,  Punjabi,4115
Saskatchewan,  Vietnamese,4730
Saskatchewan,"  Arab, n.o.s.",2155
Saskatchewan,  Greek,3075
Saskatchewan,  Jamaican,2225
Saskatchewan,"  Asian, n.o.s.",5860
Saskatchewan,"  Cree, n.o.s.",46340
Saskatchewan,  Korean,1950
Saskatchewan,  Romanian,12415
Saskatchewan,  Lebanese,1240
Saskatchewan,  Iranian,1315
Saskatchewan,"  Christian, n.i.e.",3145
Saskatchewan,  Danish,10585
Saskatchewan,"  North American Indigenous, n.o.s.",12300
Saskatchewan,  Sikh,2530
Saskatchewan,  Austrian,17690
Saskatchewan,  Belgian,9340
Saskatchewan,  Haitian,170
Saskatchewan,  Hindu,3220
Saskatchewan,  Mexican,2620
Saskatchewan,  Mennonite,11150
Saskatchewan,  Swiss,4555
Saskatchewan,  Finnish,5180
Saskatchewan,  Sri Lankan,465
Saskatchewan,  Croatian,2460
Saskatchewan,  Japanese,1295
Saskatchewan,"  South Asian, n.o.s.",1195
Saskatchewan,"  Mi'kmaq, n.o.s.",680
Saskatchewan,"  Northern European, n.o.s.",6025
Saskatchewan,  Muslim,1780
Saskatchewan,  Egyptian,995
Saskatchewan,"  Latin, Central or South American, n.o.s.",860
Saskatchewan,  Tamil,285
Saskatchewan,  Icelandic,8345
Saskatchewan,  Colombian,735
Saskatchewan,  Moroccan,220
Saskatchewan,  Czech,5290
Saskatchewan,  Syrian,1140
Saskatchewan,  Guyanese,325
Saskatchewan,  Afghan,890
Saskatchewan,"  Black, n.o.s.",730
Saskatchewan,  Serbian,1325
Saskatchewan,  Ojibway,2060
Saskatchewan,  Newfoundlander,555
Saskatchewan,  Hong Konger,350
Saskatchewan,  Ontarian,425
Saskatchewan,  Persian,510
Saskatchewan,  Trinidadian/Tobagonian,385
Saskatchewan,  Turkish,695
Saskatchewan,"  Inuit, n.o.s.",690
Saskatchewan,  Bangladeshi,3230
Saskatchewan,  Algerian,45
Saskatchewan,  Brazilian,755
Saskatchewan,  Nigerian,2845
Saskatchewan,  Armenian,270
Saskatchewan,  Slovak,1525
Saskatchewan,"  Eastern European, n.o.s.",1605
Saskatchewan,  Somali,870
Saskatchewan,  Taiwanese,250
Saskatchewan,  Iraqi,1250
Saskatchewan,  Salvadorean,735
Saskatchewan,  African Caribbean,315
Saskatchewan,"  East or Southeast Asian, n.o.s.",1285
Saskatchewan,"  West or Central Asian or Middle Eastern, n.o.s.",645
Saskatchewan,"  Caribbean, n.o.s.",275
Saskatchewan,  Algonquin,320
Saskatchewan,"  West Indian, n.o.s.",140
Saskatchewan,  Lithuanian,895
Saskatchewan,  South African,1895
Saskatchewan,  Australian,980
Saskatchewan,  Palestinian,120
Saskatchewan,  Chilean,1035
Saskatchewan,  Congolese,640
Saskatchewan,  Nova Scotian,200
Saskatchewan,  Ethiopian,690
Saskatchewan,"  Hispanic, n.o.s.",505
Saskatchewan,  Peruvian,260
Saskatchewan,  Yoruba,2725
Saskatchewan,  Cambodian (Khmer),310
Saskatchewan,  Berber,60
Saskatchewan,  Albanian,405
Saskatchewan,  Maltese,215
Saskatchewan,  Macedonian,95
Saskatchewan,  Slovenian,490
Saskatchewan,"  Western European, n.o.s.",615
Saskatchewan,  New Brunswicker,150
Saskatchewan,  Gujarati,1065
Saskatchewan,  Eritrean,1235
Saskatchewan,  African Canadian,315
Saskatchewan,  Israeli,175
Saskatchewan,  Mohawk,365
Saskatchewan,"  Czechoslovakian, n.o.s.",2210
Saskatchewan,  Bulgarian,265
Saskatchewan,  Albertan,270
Saskatchewan,  Ghanaian,555
Saskatchewan,  Barbadian,195
Saskatchewan,  African American,840
Saskatchewan,"  Yugoslavian, n.o.s.",745
Saskatchewan,  Tunisian,65
Saskatchewan,"  Slavic, n.o.s.",580
Saskatchewan,  Cuban,210
Saskatchewan,  Bosnian,535
Saskatchewan,  Venezuelan,160
Saskatchewan,"  Innu/Montagnais, n.o.s.",30
Saskatchewan,  Latvian,400
Saskatchewan,  Bengali,895
Saskatchewan,  Cameroonian,230
Saskatchewan,  Guatemalan,295
Saskatchewan,  Indonesian,355
Saskatchewan,  Laotian,660
Saskatchewan,  Ilocano,1105
Saskatchewan,  Northern Irish,405
Saskatchewan,"  Celtic, n.o.s.",435
Saskatchewan,  British Columbian,155
Saskatchewan,  Ecuadorian,225
Saskatchewan,  Franco Ontarian,20
Saskatchewan,  Argentinian,130
Saskatchewan,  Estonian,285
Saskatchewan,  Kurdish,155
Saskatchewan,  Fijian,150
Saskatchewan,  Jatt,290
Saskatchewan,"  North American, n.o.s.",325
Saskatchewan,  Coptic,80
Saskatchewan,  Thai,595
Saskatchewan,  Dominican,160
Saskatchewan,  Nepali,775
Saskatchewan,  Kabyle,0
Saskatchewan,  Assyrian,250
Saskatchewan,  Igbo,1170
Saskatchewan,  Byelorussian,190
Saskatchewan,"  Dene, n.o.s.",6775
Saskatchewan,"  Blackfoot, n.o.s.",430
Saskatchewan,  Abenaki,20
Saskatchewan,  Moldovan,400
Saskatchewan,"  Iroquois (Haudenosaunee), n.o.s.",210
Saskatchewan,  New Zealander,420
Saskatchewan,  Sudanese,720
Saskatchewan,  Breton,60
Saskatchewan,  Pennsylvania Dutch,755
Saskatchewan,  Malaysian,115
Saskatchewan,  Plains Cree,9465
Saskatchewan,"  North African, n.o.s.",75
Saskatchewan,  Huron (Wendat),50
Saskatchewan,  Saskatchewanian,6020
Saskatchewan,  Buddhist,80
Saskatchewan,  Gaspesian,0
Saskatchewan,  Norman,90
Saskatchewan,"  Southern or East African, n.o.s.",220
Saskatchewan,  Ivorian,50
Saskatchewan,  Saulteaux,6970
Saskatchewan,"  Anishinaabe, n.o.s.",515
Saskatchewan,  Burundian,265
Saskatchewan,  Tigrinya,445
Saskatchewan,  Nicaraguan,250
Saskatchewan,  Mauritian,290
Saskatchewan,  Kenyan,295
Saskatchewan,  Oji-Cree,75
Saskatchewan,  Vincentian,30
Saskatchewan,  Jordanian,85
Saskatchewan,  Manitoban,340
Saskatchewan,  Cape Bretoner,90
Saskatchewan,  Rwandan,210
Saskatchewan,  Grenadian,20
Saskatchewan,  Malayali,340
Saskatchewan,  Chaldean,455
Saskatchewan,  Sinhalese,175
Saskatchewan,  Mayan,100
Saskatchewan,  Honduran,80
Saskatchewan,  Cherokee,560
Saskatchewan,  Qalipu Mi'kmaq,15
Saskatchewan,  Indo-Caribbean,20
Saskatchewan,  Flemish,440
Saskatchewan,  United Empire Loyalist,35
Saskatchewan,  Senegalese,65
Saskatchewan,  Azerbaijani,70
Saskatchewan,  Sicilian,30
Saskatchewan,  Pashtun,155
Saskatchewan,  Malay,280
Saskatchewan,  Goan,20
Saskatchewan,"  Bantu, n.o.s.",75
Saskatchewan,  Tibetan,85
Saskatchewan,  Zimbabwean,225
Saskatchewan,  Burmese,435
Saskatchewan,  Mongolian,205
Saskatchewan,  Azorean,10
Saskatchewan,  Atikamekw,0
Saskatchewan,  Bamileke,0
Saskatchewan,  Indo-Guyanese,0
Saskatchewan,  Ugandan,190
Saskatchewan,  Oromo,195
Saskatchewan,  Tanzanian,70
Saskatchewan,  Yemeni,25
Saskatchewan,  Central African,75
Saskatchewan,  Libyan,125
Saskatchewan,  Basque,65
Saskatchewan,  Uruguayan,10
Saskatchewan,"  Akan, n.o.s.",160
Saskatchewan,"  Central or West African, n.o.s.",80
Saskatchewan,  Igorot,715
Saskatchewan,  Fulani,35
Saskatchewan,  Woodland Cree,4420
Saskatchewan,  Guinean,30
Saskatchewan,  St. Lucian,30
Saskatchewan,  Prince Edward Islander,25
Saskatchewan,  Maliseet,30
Saskatchewan,  Beninese,20
Saskatchewan,  Telugu,100
Saskatchewan,  Roma,220
Saskatchewan,  Costa Rican,55
Saskatchewan,  African Nova Scotian,15
Saskatchewan,  Malagasy,50
Saskatchewan,  Kashmiri,110
Saskatchewan,  Singaporean,65
Saskatchewan,  Karen,925
Saskatchewan,  Edo,140
Saskatchewan,  Tajik,50
Saskatchewan,  Amhara,75
Saskatchewan,  Paraguayan,120
Saskatchewan,Total - Religion for the population in private households - 25% sample data,1103205
Saskatchewan,  Buddhist,4410
Saskatchewan,  Christian,621250
Saskatchewan,"    Christian, n.o.s.",93135
Saskatchewan,    Anabaptist,11620
Saskatchewan,    Anglican,36415
Saskatchewan,    Baptist,12150
Saskatchewan,    Catholic,265530
Saskatchewan,    Christian Orthodox,13320
Saskatchewan,    Jehovah's Witness,4530
Saskatchewan,    Latter Day Saints,2060
Saskatchewan,    Lutheran,46980
Saskatchewan,    Methodist and Wesleyan (Holiness),2275
Saskatchewan,    Pentecostal and other Charismatic,15255
Saskatchewan,    Presbyterian,4155
Saskatchewan,    Reformed,625
Saskatchewan,    United Church,81465
Saskatchewan,    Other Christian and Christian-related traditions,31740
Saskatchewan,  Hindu,14150
Saskatchewan,  Jewish,1105
Saskatchewan,  Muslim,25455
Saskatchewan,  Sikh,9040
Saskatchewan,  Traditional (North American Indigenous) spirituality,16300
Saskatchewan,  Other religions and spiritual traditions,7540
