Prov_Name,Topic,Characteristic,Total
Manitoba,Knowledge of official languages,Knowledge of official languages - Total population excluding institutional residents,1193095
Manitoba,Knowledge of official languages,`?English only,1074335
Manitoba,Knowledge of official languages,`?French only,1490
Manitoba,Knowledge of official languages,`?English and French,103140
Manitoba,Knowledge of official languages,`?Neither English nor French,14135
Manitoba,First official language spoken,First official language spoken - Total population excluding institutional residents,1193095
Manitoba,First official language spoken,`?English,1136685
Manitoba,First official language spoken,`?French,39995
Manitoba,First official language spoken,`?English and French,2740
Manitoba,First official language spoken,`?Neither English nor French,13675
Manitoba,First official language spoken,Official language minority (number),41365
Manitoba,First official language spoken,Official language minority (percentage),3.5
Manitoba,Detailed language spoken most often at home,Detailed language spoken most often at home - Total population excluding institutional residents,1193095
Manitoba,Detailed language spoken most often at home,`?Single responses,1150560
Manitoba,Detailed language spoken most often at home,```?English,1007325
Manitoba,Detailed language spoken most often at home,```?French,17950
Manitoba,Detailed language spoken most often at home,```?Non-official languages,125280
Manitoba,Detailed language spoken most often at home,`````?Selected Aboriginal languages,21035
Manitoba,Detailed language spoken most often at home,```````?Atikamekw``,0
Manitoba,Detailed language spoken most often at home,"```````?Cree, n.o.s.",10845
Manitoba,Detailed language spoken most often at home,```````?Dene,680
Manitoba,Detailed language spoken most often at home,```````?Innu/Montagnais,0
Manitoba,Detailed language spoken most often at home,```````?Inuktitut,15
Manitoba,Detailed language spoken most often at home,```````?Mi'kmaq,0
Manitoba,Detailed language spoken most often at home,```````?Ojibway,3695
Manitoba,Detailed language spoken most often at home,```````?Oji-Cree,5805
Manitoba,Detailed language spoken most often at home,```````?Stoney,0
Manitoba,Detailed language spoken most often at home,`````?Selected non-Aboriginal languages,103135
Manitoba,Detailed language spoken most often at home,"```````?African languages, n.i.e.",180
Manitoba,Detailed language spoken most often at home,```````?Afrikaans,255
Manitoba,Detailed language spoken most often at home,```````?Akan (Twi),45
Manitoba,Detailed language spoken most often at home,```````?Albanian,165
Manitoba,Detailed language spoken most often at home,```````?Amharic,800
Manitoba,Detailed language spoken most often at home,```````?Arabic,1935
Manitoba,Detailed language spoken most often at home,```````?Armenian,10
Manitoba,Detailed language spoken most often at home,"```````?Bantu languages, n.i.e.",50
Manitoba,Detailed language spoken most often at home,```````?Bengali,405
Manitoba,Detailed language spoken most often at home,```````?Berber languages (Kabyle),5
Manitoba,Detailed language spoken most often at home,```````?Bisayan languages,330
Manitoba,Detailed language spoken most often at home,```````?Bosnian,360
Manitoba,Detailed language spoken most often at home,```````?Bulgarian,80
Manitoba,Detailed language spoken most often at home,```````?Burmese,40
Manitoba,Detailed language spoken most often at home,```````?Cantonese,2330
Manitoba,Detailed language spoken most often at home,"```````?Chinese, n.o.s.",5730
Manitoba,Detailed language spoken most often at home,```````?Creoles,250
Manitoba,Detailed language spoken most often at home,```````?Croatian,370
Manitoba,Detailed language spoken most often at home,```````?Czech,140
Manitoba,Detailed language spoken most often at home,```````?Danish,15
Manitoba,Detailed language spoken most often at home,```````?Dutch,355
Manitoba,Detailed language spoken most often at home,```````?Estonian,0
Manitoba,Detailed language spoken most often at home,```````?Finnish,30
Manitoba,Detailed language spoken most often at home,```````?Flemish,25
Manitoba,Detailed language spoken most often at home,```````?Fukien,10
Manitoba,Detailed language spoken most often at home,```````?German,27180
Manitoba,Detailed language spoken most often at home,```````?Greek,435
Manitoba,Detailed language spoken most often at home,```````?Gujarati,755
Manitoba,Detailed language spoken most often at home,```````?Hakka,5
Manitoba,Detailed language spoken most often at home,```````?Hebrew,185
Manitoba,Detailed language spoken most often at home,```````?Hindi,750
Manitoba,Detailed language spoken most often at home,```````?Hungarian,300
Manitoba,Detailed language spoken most often at home,```````?Ilocano,260
Manitoba,Detailed language spoken most often at home,"```````?Indo-Iranian languages, n.i.e.",20
Manitoba,Detailed language spoken most often at home,```````?Italian,1190
Manitoba,Detailed language spoken most often at home,```````?Japanese,155
Manitoba,Detailed language spoken most often at home,```````?Khmer (Cambodian),150
Manitoba,Detailed language spoken most often at home,```````?Korean,2265
Manitoba,Detailed language spoken most often at home,```````?Kurdish,200
Manitoba,Detailed language spoken most often at home,```````?Lao,500
Manitoba,Detailed language spoken most often at home,```````?Latvian,15
Manitoba,Detailed language spoken most often at home,```````?Lingala,20
Manitoba,Detailed language spoken most often at home,```````?Lithuanian,20
Manitoba,Detailed language spoken most often at home,```````?Macedonian,85
Manitoba,Detailed language spoken most often at home,```````?Malay,30
Manitoba,Detailed language spoken most often at home,```````?Malayalam,195
Manitoba,Detailed language spoken most often at home,```````?Maltese,10
Manitoba,Detailed language spoken most often at home,```````?Mandarin,1845
Manitoba,Detailed language spoken most often at home,```````?Marathi,25
Manitoba,Detailed language spoken most often at home,```````?Nepali,245
Manitoba,Detailed language spoken most often at home,"```````?Niger-Congo languages, n.i.e.",145
Manitoba,Detailed language spoken most often at home,```````?Norwegian,15
Manitoba,Detailed language spoken most often at home,```````?Oromo,230
Manitoba,Detailed language spoken most often at home,```````?Panjabi (Punjabi),7360
Manitoba,Detailed language spoken most often at home,```````?Pashto,140
Manitoba,Detailed language spoken most often at home,```````?Persian (Farsi),1100
Manitoba,Detailed language spoken most often at home,```````?Polish,2475
Manitoba,Detailed language spoken most often at home,```````?Portuguese,2490
Manitoba,Detailed language spoken most often at home,```````?Romanian,240
Manitoba,Detailed language spoken most often at home,```````?Rundi (Kirundi),65
Manitoba,Detailed language spoken most often at home,```````?Russian,4010
Manitoba,Detailed language spoken most often at home,```````?Rwanda (Kinyarwanda),75
Manitoba,Detailed language spoken most often at home,"```````?Semitic languages, n.i.e.",10
Manitoba,Detailed language spoken most often at home,```````?Serbian,345
Manitoba,Detailed language spoken most often at home,```````?Serbo-Croatian,160
Manitoba,Detailed language spoken most often at home,```````?Shanghainese,10
Manitoba,Detailed language spoken most often at home,"```````?Sign languages, n.i.e.",280
Manitoba,Detailed language spoken most often at home,```````?Sindhi,25
Manitoba,Detailed language spoken most often at home,```````?Sinhala (Sinhalese),255
Manitoba,Detailed language spoken most often at home,"```````?Sino-Tibetan languages, n.i.e.",350
Manitoba,Detailed language spoken most often at home,"```````?Slavic languages, n.i.e.",40
Manitoba,Detailed language spoken most often at home,```````?Slovak,100
Manitoba,Detailed language spoken most often at home,```````?Slovenian,60
Manitoba,Detailed language spoken most often at home,```````?Somali,585
Manitoba,Detailed language spoken most often at home,```````?Spanish,5465
Manitoba,Detailed language spoken most often at home,```````?Swahili,330
Manitoba,Detailed language spoken most often at home,```````?Swedish,25
Manitoba,Detailed language spoken most often at home,"```````?Tagalog (Pilipino, Filipino)",18775
Manitoba,Detailed language spoken most often at home,```````?Taiwanese,25
Manitoba,Detailed language spoken most often at home,```````?Tamil,205
Manitoba,Detailed language spoken most often at home,```````?Telugu,95
Manitoba,Detailed language spoken most often at home,```````?Thai,85
Manitoba,Detailed language spoken most often at home,```````?Tibetan languages,5
Manitoba,Detailed language spoken most often at home,```````?Tigrigna,615
Manitoba,Detailed language spoken most often at home,```````?Turkish,65
Manitoba,Detailed language spoken most often at home,```````?Ukrainian,2640
Manitoba,Detailed language spoken most often at home,```````?Urdu,990
Manitoba,Detailed language spoken most often at home,```````?Vietnamese,2480
Manitoba,Detailed language spoken most often at home,```````?Yiddish,25
Manitoba,Detailed language spoken most often at home,`````?Other languages,1110
Manitoba,Detailed language spoken most often at home,`?Multiple responses````````,42535
Manitoba,Detailed language spoken most often at home,```?English and French,2485
Manitoba,Detailed language spoken most often at home,```?English and non-official language,38935
Manitoba,Detailed language spoken most often at home,```?French and non-official language,635
Manitoba,Detailed language spoken most often at home,"```?English, French and non-official language",485
Manitoba,Detailed other language spoken regularly at home,Detailed other language spoken regularly at home - Total population excluding institutional residents,1193100
Manitoba,Detailed other language spoken regularly at home,``None,1025280
Manitoba,Detailed other language spoken regularly at home,`?Single responses`?164945,
Manitoba,Detailed other language spoken regularly at home,````English`?69040,
Manitoba,Detailed other language spoken regularly at home,````French`?19215,
Manitoba,Detailed other language spoken regularly at home,````Non-official languages`?76690,
Manitoba,Detailed other language spoken regularly at home,`````?Selected Aboriginal languages,14680
Manitoba,Detailed other language spoken regularly at home,````````Atikamekw```?0,
Manitoba,Detailed other language spoken regularly at home,"```````?Cree, n.o.s.`?,9185
Manitoba,Detailed other language spoken regularly at home,````````Dene`?425
Manitoba,Detailed other language spoken regularly at home,````````Innu/Montagnais`?0
Manitoba,Detailed other language spoken regularly at home,````````Inuktitut`?45
Manitoba,Detailed other language spoken regularly at home,````````Mi'kmaq`?5
Manitoba,Detailed other language spoken regularly at home,````````Ojibway`?3590
Manitoba,Detailed other language spoken regularly at home,```````?Oji-Cree`?1440
Manitoba,Detailed other language spoken regularly at home,```````?Stoney`?0
Manitoba,Detailed other language spoken regularly at home,`````?Selected non-Aboriginal languages,60250
Manitoba,Detailed other language spoken regularly at home,""```````?African languages, n.i.e.`?,160
Manitoba,Detailed other language spoken regularly at home,```````?Afrikaans`?170
Manitoba,Detailed other language spoken regularly at home,```````?Akan (Twi)`?50
Manitoba,Detailed other language spoken regularly at home,```````?Albanian`?70
Manitoba,Detailed other language spoken regularly at home,```````?Amharic`?390
Manitoba,Detailed other language spoken regularly at home,```````?Arabic`?985
Manitoba,Detailed other language spoken regularly at home,```````?Armenian`?10
Manitoba,Detailed other language spoken regularly at home,""```````?Bantu languages, n.i.e.`?,125
Manitoba,Detailed other language spoken regularly at home,```````?Bengali`?150
Manitoba,Detailed other language spoken regularly at home,```````?Berber languages (Kabyle)`?0
Manitoba,Detailed other language spoken regularly at home,```````?Bisayan languages`?195
Manitoba,Detailed other language spoken regularly at home,```````?Bosnian`?150
Manitoba,Detailed other language spoken regularly at home,```````?Bulgarian`?15
Manitoba,Detailed other language spoken regularly at home,```````?Burmese`?30
Manitoba,Detailed other language spoken regularly at home,```````?Cantonese`?795
Manitoba,Detailed other language spoken regularly at home,""```````?Chinese, n.o.s.`?,1245
Manitoba,Detailed other language spoken regularly at home,```````?Creoles`?265
Manitoba,Detailed other language spoken regularly at home,```````?Croatian`?395
Manitoba,Detailed other language spoken regularly at home,```````?Czech`?205
Manitoba,Detailed other language spoken regularly at home,```````?Danish`?95
Manitoba,Detailed other language spoken regularly at home,```````?Dutch`?955
Manitoba,Detailed other language spoken regularly at home,```````?Estonian`?10
Manitoba,Detailed other language spoken regularly at home,```````?Finnish`?70
Manitoba,Detailed other language spoken regularly at home,```````?Flemish`?70
Manitoba,Detailed other language spoken regularly at home,````````Fukien`?20
Manitoba,Detailed other language spoken regularly at home,```````?German`?16975
Manitoba,Detailed other language spoken regularly at home,```````?Greek`?660
Manitoba,Detailed other language spoken regularly at home,```````?Gujarati`?210
Manitoba,Detailed other language spoken regularly at home,```````?Hakka`?10
Manitoba,Detailed other language spoken regularly at home,```````?Hebrew`?585
Manitoba,Detailed other language spoken regularly at home,```````?Hindi`?910
Manitoba,Detailed other language spoken regularly at home,```````?Hungarian`?390
Manitoba,Detailed other language spoken regularly at home,```````?Ilocano`?260
Manitoba,Detailed other language spoken regularly at home,""```````?Indo-Iranian languages, n.i.e.`?,20
Manitoba,Detailed other language spoken regularly at home,```````?Italian`?1645
Manitoba,Detailed other language spoken regularly at home,```````?Japanese`?270
Manitoba,Detailed other language spoken regularly at home,```````?Khmer (Cambodian)`?70
Manitoba,Detailed other language spoken regularly at home,```````?Korean`?370
Manitoba,Detailed other language spoken regularly at home,```````?Kurdish`?80
Manitoba,Detailed other language spoken regularly at home,```````?Lao`?270
Manitoba,Detailed other language spoken regularly at home,```````?Latvian`?25
Manitoba,Detailed other language spoken regularly at home,```````?Lingala`?55
Manitoba,Detailed other language spoken regularly at home,```````?Lithuanian`?25
Manitoba,Detailed other language spoken regularly at home,```````?Macedonian`?30
Manitoba,Detailed other language spoken regularly at home,```````?Malay`?45
Manitoba,Detailed other language spoken regularly at home,```````?Malayalam`?125
Manitoba,Detailed other language spoken regularly at home,```````?Maltese`?10
Manitoba,Detailed other language spoken regularly at home,```````?Mandarin`?505
Manitoba,Detailed other language spoken regularly at home,```````?Marathi`?15
Manitoba,Detailed other language spoken regularly at home,```````?Nepali`?40
Manitoba,Detailed other language spoken regularly at home,""```````?Niger-Congo languages, n.i.e.`?,490
Manitoba,Detailed other language spoken regularly at home,```````?Norwegian`?50
Manitoba,Detailed other language spoken regularly at home,```````?Oromo`?55
Manitoba,Detailed other language spoken regularly at home,```````?Panjabi (Punjabi)`?1560
Manitoba,Detailed other language spoken regularly at home,```````?Pashto`?30
Manitoba,Detailed other language spoken regularly at home,```````?Persian (Farsi)`?290
Manitoba,Detailed other language spoken regularly at home,```````?Polish`?2030
Manitoba,Detailed other language spoken regularly at home,```````?Portuguese`?2465
Manitoba,Detailed other language spoken regularly at home,```````?Romanian`?185
Manitoba,Detailed other language spoken regularly at home,```````?Rundi (Kirundi)`?45
Manitoba,Detailed other language spoken regularly at home,```````?Russian`?1955
Manitoba,Detailed other language spoken regularly at home,```````?Rwanda (Kinyarwanda)`?60
Manitoba,Detailed other language spoken regularly at home,""```````?Semitic languages, n.i.e.`?,15
Manitoba,Detailed other language spoken regularly at home,```````?Serbian`?145
Manitoba,Detailed other language spoken regularly at home,```````?Serbo-Croatian`?55
Manitoba,Detailed other language spoken regularly at home,```````?Shanghainese`?5
Manitoba,Detailed other language spoken regularly at home,""```````?Sign languages, n.i.e.`?,185
Manitoba,Detailed other language spoken regularly at home,```````?Sindhi`?25
Manitoba,Detailed other language spoken regularly at home,```````?Sinhala (Sinhalese)`?235
Manitoba,Detailed other language spoken regularly at home,""```````?Sino-Tibetan languages, n.i.e.`?,30
Manitoba,Detailed other language spoken regularly at home,""```````?Slavic languages, n.i.e.`?,30
Manitoba,Detailed other language spoken regularly at home,```````?Slovak`?110
Manitoba,Detailed other language spoken regularly at home,```````?Slovenian`?105
Manitoba,Detailed other language spoken regularly at home,```````?Somali`?145
Manitoba,Detailed other language spoken regularly at home,```````?Spanish`?3530
Manitoba,Detailed other language spoken regularly at home,```````?Swahili`?350
Manitoba,Detailed other language spoken regularly at home,```````?Swedish`?85
Manitoba,Detailed other language spoken regularly at home,""```````?Tagalog (Pilipino, Filipino)`?,8295
Manitoba,Detailed other language spoken regularly at home,```````?Taiwanese`?20
Manitoba,Detailed other language spoken regularly at home,```````?Tamil`?140
Manitoba,Detailed other language spoken regularly at home,```````?Telugu`?30
Manitoba,Detailed other language spoken regularly at home,```````?Thai`?90
Manitoba,Detailed other language spoken regularly at home,````````Tibetan languages`?0
Manitoba,Detailed other language spoken regularly at home,```````?Tigrigna`?240
Manitoba,Detailed other language spoken regularly at home,```````?Turkish`?65
Manitoba,Detailed other language spoken regularly at home,```````?Ukrainian`?5565
Manitoba,Detailed other language spoken regularly at home,```````?Urdu`?440
Manitoba,Detailed other language spoken regularly at home,```````?Vietnamese`?740
Manitoba,Detailed other language spoken regularly at home,```````?Yiddish`?115
Manitoba,Detailed other language spoken regularly at home,`````?Other languages,1760
Manitoba,Detailed other language spoken regularly at home,``Multiple responses`````````?2875
Manitoba,Detailed other language spoken regularly at home,````English and French`?225
Manitoba,Detailed other language spoken regularly at home,````English and non-official language`?1080
Manitoba,Detailed other language spoken regularly at home,````French and non-official language`?1550
Manitoba,Detailed other language spoken regularly at home,""````English, French and non-official language`?,15
Saskatchewan,Population and dwelling counts,Population in 2011,1033381
Saskatchewan,Population and dwelling counts,Population in 2006,968157
Saskatchewan,Population and dwelling counts,2006 to 2011 population change (%),6.7
Saskatchewan,Population and dwelling counts,Total private dwellings,460512
Saskatchewan,Population and dwelling counts,Private dwellings occupied by usual residents,409645
Saskatchewan,Population and dwelling counts,Population density per square kilometre,1.8
Saskatchewan,Population and dwelling counts,Land area (square km),588239.21
Saskatchewan,Age characteristics,Total population by age groups,1033380
Saskatchewan,Age characteristics,   0 to 4 years,68760
Saskatchewan,Age characteristics,   5 to 9 years,63350
Saskatchewan,Age characteristics,   10 to 14 years,65750
Saskatchewan,Age characteristics,   15 to 19 years,71760
Saskatchewan,Age characteristics,      15 years,13910
Saskatchewan,Age characteristics,      16 years,14465
Saskatchewan,Age characteristics,      17 years,14405
Saskatchewan,Age characteristics,      18 years,14540
Saskatchewan,Age characteristics,      19 years,14430
Saskatchewan,Age characteristics,   20 to 24 years,72610
Saskatchewan,Age characteristics,   25 to 29 years,70395
Saskatchewan,Age characteristics,   30 to 34 years,65340
Saskatchewan,Age characteristics,   35 to 39 years,61150
Saskatchewan,Age characteristics,   40 to 44 years,61475
Saskatchewan,Age characteristics,   45 to 49 years,74630
Saskatchewan,Age characteristics,   50 to 54 years,77480
Saskatchewan,Age characteristics,   55 to 59 years,70050
Saskatchewan,Age characteristics,   60 to 64 years,56945
Saskatchewan,Age characteristics,   65 to 69 years,41500
Saskatchewan,Age characteristics,   70 to 74 years,33820
Saskatchewan,Age characteristics,   75 to 79 years,28950
Saskatchewan,Age characteristics,   80 to 84 years,23955
Saskatchewan,Age characteristics,   85 years and over,25475
Saskatchewan,Age characteristics,Median age of the population,38.2
Saskatchewan,Age characteristics,% of the population aged 15 and over,80.9
Saskatchewan,Marital status,Total population 15 years and over by marital status,835525
Saskatchewan,Marital status,   Married or living with a common-law partner,487980
Saskatchewan,Marital status,      Married (and not separated),416355
Saskatchewan,Marital status,      Living common law,71630
Saskatchewan,Marital status,   Not married and not living with a common-law partner,347535
Saskatchewan,Marital status,      Single (never legally married),232160
Saskatchewan,Marital status,      Separated,18210
Saskatchewan,Marital status,      Divorced,43665
Saskatchewan,Marital status,      Widowed,53500
Saskatchewan,Family characteristics,Total number of census families in private households,285370
Saskatchewan,Family characteristics,   Size of census family: 2 persons,148805
Saskatchewan,Family characteristics,   Size of census family: 3 persons,55360
Saskatchewan,Family characteristics,   Size of census family: 4 persons,51115
Saskatchewan,Family characteristics,   Size of census family: 5 or more persons,30095
Saskatchewan,Family characteristics,Total number of census families in private households,285375
Saskatchewan,Family characteristics,   Total couple families by family structure and number of children,238550
Saskatchewan,Family characteristics,      Married couples,202765
Saskatchewan,Family characteristics,         Without children at home,102740
Saskatchewan,Family characteristics,         With children at home,100030
Saskatchewan,Family characteristics,            1 child,35570
Saskatchewan,Family characteristics,            2 children,41100
Saskatchewan,Family characteristics,            3 or more children,23360
Saskatchewan,Family characteristics,      Common-law couples,35780
Saskatchewan,Family characteristics,         Without children at home,19585
Saskatchewan,Family characteristics,         With children at home,16200
Saskatchewan,Family characteristics,            1 child,7070
Saskatchewan,Family characteristics,            2 children,5180
Saskatchewan,Family characteristics,            3 or more children,3945
Saskatchewan,Family characteristics,   Total lone-parent families by sex of parent and number of children,46825
Saskatchewan,Family characteristics,      Female parent,36215
Saskatchewan,Family characteristics,         1 child,19685
Saskatchewan,Family characteristics,         2 children,10105
Saskatchewan,Family characteristics,         3 or more children,6430
Saskatchewan,Family characteristics,      Male parent,10605
Saskatchewan,Family characteristics,         1 child,6795
Saskatchewan,Family characteristics,         2 children,2615
Saskatchewan,Family characteristics,         3 or more children,1195
Saskatchewan,Family characteristics,Total children in census families in private households,308835
Saskatchewan,Family characteristics,   Under six years of age,79470
Saskatchewan,Family characteristics,   6 to 14 years,112695
Saskatchewan,Family characteristics,   15 to 17 years,39820
Saskatchewan,Family characteristics,   18 to 24 years,54525
Saskatchewan,Family characteristics,   25 years and over,22335
Saskatchewan,Family characteristics,Average number of children at home per census family,1.1
Saskatchewan,Household and dwelling characteristics,Total number of persons in private households,1009040
Saskatchewan,Household and dwelling characteristics,   Number of persons not in census families,176280
Saskatchewan,Household and dwelling characteristics,      Living with relatives,23550
Saskatchewan,Household and dwelling characteristics,      Living with non-relatives only,38345
Saskatchewan,Household and dwelling characteristics,      Living alone,114385
Saskatchewan,Household and dwelling characteristics,   Number of census family persons,832755
Saskatchewan,Household and dwelling characteristics,Average number of persons per census family,2.9
Saskatchewan,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,141370
Saskatchewan,Household and dwelling characteristics,   Number of persons not in census families aged 65 years and over,50190
Saskatchewan,Household and dwelling characteristics,      Living with relatives,3395
Saskatchewan,Household and dwelling characteristics,      Living with non-relatives only,1930
Saskatchewan,Household and dwelling characteristics,      Living alone,44870
Saskatchewan,Household and dwelling characteristics,   Number of census family persons aged 65 years and over,91180
Saskatchewan,Household and dwelling characteristics,Total number of private households by household type,409645
Saskatchewan,Household and dwelling characteristics,   Census-family households,277880
Saskatchewan,Household and dwelling characteristics,      One-family-only households,255670
Saskatchewan,Household and dwelling characteristics,         Couple-family households,221710
Saskatchewan,Household and dwelling characteristics,            Without children,114595
Saskatchewan,Household and dwelling characteristics,            With children,107120
Saskatchewan,Household and dwelling characteristics,         Lone-parent-family households,33960
Saskatchewan,Household and dwelling characteristics,      Other family households,22205
Saskatchewan,Household and dwelling characteristics,         One-family households with persons not in a census family,15220
Saskatchewan,Household and dwelling characteristics,            Couple-family households,9145
Saskatchewan,Household and dwelling characteristics,               Without children,3970
Saskatchewan,Household and dwelling characteristics,               With children,5175
Saskatchewan,Household and dwelling characteristics,            Lone-parent-family households,6075
Saskatchewan,Household and dwelling characteristics,         Two-or-more-family households,6990
Saskatchewan,Household and dwelling characteristics,   Non-census-family households,131765
Saskatchewan,Household and dwelling characteristics,      One-person households,114385
Saskatchewan,Household and dwelling characteristics,      Two-or-more-person households,17380
Saskatchewan,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,409645
Saskatchewan,Household and dwelling characteristics,   Single-detached house,303250
Saskatchewan,Household and dwelling characteristics,""   Apartment, building that has five or more storeys",10830
Saskatchewan,Household and dwelling characteristics,   Movable dwelling,8805
Saskatchewan,Household and dwelling characteristics,   Other dwelling,86755
Saskatchewan,Household and dwelling characteristics,      Semi-detached house,11945
Saskatchewan,Household and dwelling characteristics,      Row house,14370
Saskatchewan,Household and dwelling characteristics,"      Apartment, duplex",7090
Saskatchewan,Household and dwelling characteristics,"      Apartment, building that has fewer than five storeys",52655
Saskatchewan,Household and dwelling characteristics,      Other single-attached house,700
Saskatchewan,Household and dwelling characteristics,Total number of private households by household size,409645
Saskatchewan,Household and dwelling characteristics,   1 person,114385
Saskatchewan,Household and dwelling characteristics,   2 persons,146850
Saskatchewan,Household and dwelling characteristics,   3 persons,57410
Saskatchewan,Household and dwelling characteristics,   4 persons,53070
Saskatchewan,Household and dwelling characteristics,   5 persons,23455
Saskatchewan,Household and dwelling characteristics,   6 or more persons,14470
Saskatchewan,Household and dwelling characteristics,Number of persons in private households,1009040
Saskatchewan,Household and dwelling characteristics,Average number of persons in private households,2.5
Saskatchewan,Detailed mother tongue,Detailed mother tongue - Total population excluding institutional residents,1018310
Saskatchewan,Detailed mother tongue,``Single responses`?1005810,
Saskatchewan,Detailed mother tongue,````English`?860500,
Saskatchewan,Detailed mother tongue,````French`?16280,
Saskatchewan,Detailed mother tongue,````Non-official languages`?129035,
Saskatchewan,Detailed mother tongue,`````?Selected Aboriginal languages,30895
Saskatchewan,Detailed mother tongue,````````Atikamekw```?0,
